genres,imdb_score,movie_or_tv,rated,resp_stat,resp_url,rg_score,seasons,title,website,year_end,year_start
"drama,crime,mystery,thriller",7.9,show,7+ (TV-PG),200,https://reelgood.com/show/wallander-2008,69,4,Wallander,HBO Max,2016,2008
"drama,romance,sport",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/for-love-of-the-game-1999,69,,For Love of the Game,HBO Max,,1999
"comedy,drama",7.1,movie,18+ (R),200,https://reelgood.com/movie/la-cienaga-2001,69,,La Ciénaga,HBO Max,,2001
"action-and-adventure,crime,drama,thriller,mystery",6.6,movie,18+ (R),200,https://reelgood.com/movie/kiss-of-the-dragon-2001,69,,Kiss of the Dragon,HBO Max,,2001
"action-and-adventure,science-fiction,family,fantasy,comedy",5.8,movie,7+ (PG),200,https://reelgood.com/movie/journey-to-the-center-of-the-earth-2008-1,69,,Journey to the Center of the Earth,HBO Max,,2008
"action-and-adventure,drama,family",6,movie,7+ (PG),200,https://reelgood.com/movie/free-willy-1993,69,,Free Willy,HBO Max,,1993
"action-and-adventure,drama,history,documentary",6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/king-arthur-2004,69,,King Arthur,HBO Max,,2004
"documentary,history",7.8,movie,18+ (R),200,https://reelgood.com/movie/ghosts-of-abu-ghraib-2007,69,,Ghosts of Abu Ghraib,HBO Max,,2007
"comedy,drama,romance",6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/the-family-stone-2005,69,,The Family Stone,HBO Max,,2005
"comedy,science-fiction,fantasy",6.4,show,18+ (TV-MA),200,https://reelgood.com/show/avenue-5-2020,69,1,Avenue 5,HBO Max,2020,2020
"action-and-adventure,comedy,family,musical",6.7,movie,All (G),200,https://reelgood.com/movie/sesame-street-presents-follow-that-bird-1985,69,,Follow That Bird,HBO Max,,1985
"horror,mystery,thriller",6.2,movie,18+ (R),200,https://reelgood.com/movie/jeepers-creepers-2001,69,,Jeepers Creepers,HBO Max,,2001
"crime,drama,thriller,mystery",6.3,movie,18+ (R),200,https://reelgood.com/movie/the-american-2010,69,,The American,HBO Max,,2010
"drama,fantasy,thriller,mystery",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/the-lovely-bones-2009,69,,The Lovely Bones,HBO Max,,2009
"animation,action-and-adventure,family,science-fiction",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/justice-league-throne-of-atlantis-2015,69,,Justice League: Throne of Atlantis,HBO Max,,2015
"comedy,family,fantasy,romance",6.3,movie,7+ (PG),200,https://reelgood.com/movie/ella-enchanted-2004,69,,Ella Enchanted,HBO Max,,2004
"documentary,musical",7.4,movie,13+ (PG-13),200,https://reelgood.com/movie/thin-2006,69,,Thin,HBO Max,,2006
"comedy,crime,drama,thriller,action-and-adventure,mystery",6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/hackers-1995,69,,Hackers,HBO Max,,1995
"drama,fantasy,animation,comedy",7.6,show,14+ (TV-14),200,https://reelgood.com/show/aqua-teen-hunger-force-2000,69,11,Aqua Teen Hunger Force,HBO Max,2015,2000
drama,8.2,show,18+ (TV-MA),200,https://reelgood.com/show/the-new-pope-2020,69,1,The New Pope,HBO Max,2020,2020
"documentary,food,reality,travel,action-and-adventure",8.8,show,7+ (TV-PG),200,https://reelgood.com/show/anthony-bourdain-parts-unknown-2013,69,12,Anthony Bourdain: Parts Unknown,HBO Max,2018,2013
documentary,7.6,movie,18+ (R),200,https://reelgood.com/movie/i-am-evidence-2017,69,,I Am Evidence,HBO Max,,2017
"drama,romance",8.3,show,7+ (TV-PG),200,https://reelgood.com/show/jane-eyre-2006,69,1,Jane Eyre,HBO Max,2006,2006
"comedy,drama",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/real-women-have-curves-2002,69,,Real Women Have Curves,HBO Max,,2002
"biography,lgbtq,drama,musical",6.6,movie,18+ (R),200,https://reelgood.com/movie/bessie-2015,69,,Bessie,HBO Max,,2015
"drama,mystery,thriller",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/proof-2005,69,,Proof,HBO Max,,2005
"comedy,crime,sport,drama",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/the-longest-yard-2005,69,,The Longest Yard,HBO Max,,2005
"crime,drama,thriller,romance,mystery",6.6,movie,18+ (R),200,https://reelgood.com/movie/the-postman-always-rings-twice-1981,69,,The Postman Always Rings Twice,HBO Max,,1981
"comedy,musical",6.7,movie,7+ (PG),200,https://reelgood.com/movie/rock-n-roll-high-school-1979,70,,Rock 'n' Roll High School,HBO Max,,1979
"action-and-adventure,drama,romance",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/far-and-away-1992,70,,Far and Away,HBO Max,,1992
"action-and-adventure,science-fiction,thriller",6,movie,13+ (PG-13),200,https://reelgood.com/movie/cowboys-aliens-2011,70,,Cowboys & Aliens,HBO Max,,2011
"biography,drama,romance,musical",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/sweet-dreams-1985,70,,Sweet Dreams,HBO Max,,1985
"documentary,biography",7.5,movie,18+ (R),200,https://reelgood.com/movie/mapplethorpe-look-at-the-pictures-2016,70,,Mapplethorpe: Look at the Pictures,HBO Max,,2016
"comedy,drama,romance",6.8,movie,18+ (R),200,https://reelgood.com/movie/frankie-and-johnny-1991,70,,Frankie and Johnny,HBO Max,,1991
"action-and-adventure,comedy,crime,romance,thriller,mystery,musical",6.1,movie,7+ (PG),200,https://reelgood.com/movie/dick-tracy-1990,70,,Dick Tracy,HBO Max,,1990
"comedy,drama,romance,food,science-fiction",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/blast-from-the-past-1999,70,,Blast from the Past,HBO Max,,1999
"comedy,drama,history",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/the-confirmation-2016,70,,The Confirmation,HBO Max,,2016
"animation,action-and-adventure,family,fantasy,musical",6.8,movie,7+ (PG),200,https://reelgood.com/movie/the-hobbit-1977,70,,The Hobbit,HBO Max,,1977
"action-and-adventure,fantasy,horror,science-fiction,mystery,thriller",5.9,movie,18+ (R),200,https://reelgood.com/movie/blade-trinity-2004,68,,Blade: Trinity,HBO Max,,2004
"comedy,independent,drama,romance,musical",6.7,movie,18+ (R),200,https://reelgood.com/movie/walking-and-talking-1996,68,,Walking and Talking,HBO Max,,1996
"thriller,crime,drama,mystery,action-and-adventure",6.7,movie,18+ (R),200,https://reelgood.com/movie/absolute-power-1997,68,,Absolute Power,HBO Max,,1997
"comedy,romance",6.5,movie,13+ (PG-13),200,https://reelgood.com/movie/the-secret-of-my-success-1987,68,,The Secret of My Success,HBO Max,,1987
drama,7.4,show,18+ (TV-MA),200,https://reelgood.com/show/our-boys-2019,68,1,Our Boys,HBO Max,2020,2019
"animation,action-and-adventure,fantasy,science-fiction,mystery,thriller",7.5,movie,13+ (PG-13),200,https://reelgood.com/movie/justice-league-doom-2012,68,,Justice League: Doom,HBO Max,,2012
"documentary,history",8,movie,7+ (PG),200,https://reelgood.com/movie/breslin-and-hamill-deadline-artists-2018,68,,Breslin and Hamill: Deadline Artists,HBO Max,,2018
"comedy,drama,romance",6.2,movie,13+ (PG-13),200,https://reelgood.com/movie/doc-hollywood-1991,68,,Doc Hollywood,HBO Max,,1991
"comedy,romance",6.8,movie,16+,200,https://reelgood.com/movie/an-unexpected-love-2018,68,,An Unexpected Love,HBO Max,,2018
"comedy,drama",7.1,show,18+ (TV-MA),200,https://reelgood.com/show/hung-2009,68,3,Hung,HBO Max,2011,2009
"action-and-adventure,science-fiction,fantasy,family",5.7,movie,13+ (PG-13),200,https://reelgood.com/movie/fantastic-four-2005,68,,Fantastic Four,HBO Max,,2005
"biography,crime,drama",7,movie,18+ (R),200,https://reelgood.com/movie/infamous-2006,68,,Infamous,HBO Max,,2006
"drama,mystery,thriller",6.8,movie,18+ (R),200,https://reelgood.com/movie/stay-2005,68,,Stay,HBO Max,,2005
"comedy,crime",6.8,movie,18+ (R),200,https://reelgood.com/movie/eating-raoul-1982,68,,Eating Raoul,HBO Max,,1982
"action-and-adventure,anime,animation,comedy,fantasy,drama,science-fiction",7.9,show,18+ (TV-MA),200,https://reelgood.com/show/kill-la-kill-2013,68,2,Kill la Kill,HBO Max,2018,2013
"comedy,drama,musical,romance",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/a-prairie-home-companion-2006,68,,A Prairie Home Companion,HBO Max,,2006
"drama,fantasy,romance",6.1,movie,13+ (PG-13),200,https://reelgood.com/movie/beautiful-creatures-2013,68,,Beautiful Creatures,HBO Max,,2013
"comedy,romance,sport",6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/wimbledon-2004,68,,Wimbledon,HBO Max,,2004
"fantasy,horror,romance,drama",6.7,movie,18+ (R),200,https://reelgood.com/movie/the-hunger-1983,68,,The Hunger,HBO Max,,1983
"science-fiction,horror,thriller,comedy",5.7,movie,18+ (R),200,https://reelgood.com/movie/snatchers-2019,68,,Snatchers,HBO Max,,2019
"action-and-adventure,family,romance,drama",6,movie,7+ (PG),200,https://reelgood.com/movie/the-jungle-book-1994,68,,The Jungle Book,HBO Max,,1994
"romance,drama,musical,family",6.2,movie,13+ (PG-13),200,https://reelgood.com/movie/save-the-last-dance-2001,68,,Save the Last Dance,HBO Max,,2001
"crime,drama,thriller,action-and-adventure,mystery",6.5,movie,18+ (R),200,https://reelgood.com/movie/miss-bala-2011,68,,Miss Bala,HBO Max,,2011
"comedy,drama,fantasy,romance",7,movie,13+ (PG-13),200,https://reelgood.com/movie/heart-and-souls-1993,68,,Heart and Souls,HBO Max,,1993
documentary,7.5,movie,13+ (PG-13),200,https://reelgood.com/movie/if-youre-not-in-the-obit-eat-breakfast-2017,68,,"If You're Not In The Obit, Eat Breakfast",HBO Max,,2017
"drama,independent",7,movie,18+ (R),200,https://reelgood.com/movie/ulees-gold-1997,68,,Ulee's Gold,HBO Max,,1997
comedy,6.3,movie,18+ (R),200,https://reelgood.com/movie/beerfest-2006,68,,Beerfest,HBO Max,,2006
"drama,family,sport,comedy",7,movie,7+ (PG),200,https://reelgood.com/movie/my-dog-skip-2000,68,,My Dog Skip,HBO Max,,2000
"action-and-adventure,horror,mystery,science-fiction,thriller",6.7,movie,18+ (R),200,https://reelgood.com/movie/pandorum-2009,68,,Pandorum,HBO Max,,2009
"animation,action-and-adventure,fantasy,science-fiction",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/green-lantern-first-flight-2009,68,,Green Lantern: First Flight,HBO Max,,2009
"drama,biography,history",7.3,movie,16+,200,https://reelgood.com/movie/path-to-war-2002,68,,Path to War,HBO Max,,2003
"comedy,horror,thriller,fantasy,mystery",5.4,movie,18+ (R),200,https://reelgood.com/movie/teeth-2007,69,,Teeth,HBO Max,,2008
"comedy,romance,drama,musical",8,show,18+ (TV-MA),200,https://reelgood.com/show/the-comeback-2005,69,2,The Comeback,HBO Max,2014,2005
drama,8.3,show,18+ (TV-MA),200,https://reelgood.com/show/olive-kitteridge-2014,69,1,Olive Kitteridge,HBO Max,2014,2014
"animation,comedy,family,action-and-adventure,fantasy",7.9,show,7+ (TV-PG),200,https://reelgood.com/show/we-bare-bears-2015,69,4,We Bare Bears,HBO Max,2019,2015
"comedy,drama,romance",6.5,movie,7+ (PG),200,https://reelgood.com/movie/one-fine-day-1996,69,,One Fine Day,HBO Max,,1996
"action-and-adventure,comedy,romance",6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/this-means-war-2012,69,,This Means War,HBO Max,,2012
"action-and-adventure,comedy,drama,romance",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/last-holiday-2006,69,,Last Holiday,HBO Max,,2006
"documentary,biography",7.4,movie,16+,200,https://reelgood.com/movie/everything-is-copy-2015,69,,Everything Is Copy,HBO Max,,2015
"comedy,romance,thriller,drama",6.3,show,18+ (TV-MA),200,https://reelgood.com/show/run-2020,69,1,RUN,HBO Max,2020,2020
"crime,drama",7.4,movie,18+ (R),200,https://reelgood.com/movie/the-lost-honor-of-katharina-blum-1975,69,,The Lost Honor of Katharina Blum,HBO Max,,1975
"horror,thriller,mystery,drama",6.2,movie,13+ (PG-13),200,https://reelgood.com/movie/devil-2010,69,,Devil,HBO Max,,2010
"documentary,biography,drama",7.7,movie,18+ (R),200,https://reelgood.com/movie/jim-the-james-foley-story-2016,69,,Jim: The James Foley Story,HBO Max,,2016
"comedy,drama",7.5,show,18+ (TV-MA),200,https://reelgood.com/show/enlightened-2011,70,2,Enlightened,HBO Max,2013,2011
"documentary,crime,mystery,thriller",7.2,movie,18+ (R),200,https://reelgood.com/movie/3-12-minutes-10-bullets-2015,71,,"3 ½ Minutes, 10 Bullets",HBO Max,,2015
"comedy,crime,romance",6.2,movie,13+ (PG-13),200,https://reelgood.com/movie/intolerable-cruelty-2003,71,,Intolerable Cruelty,HBO Max,,2003
"documentary,history",7.3,movie,7+ (PG),200,https://reelgood.com/movie/the-war-room-1993,71,,The War Room,HBO Max,,1993
"animation,anime,action-and-adventure,drama,family,fantasy",7.8,movie,All (G),200,https://reelgood.com/movie/kikis-delivery-service-1989,71,,Kiki's Delivery Service,HBO Max,,1989
"action-and-adventure,crime,thriller,mystery",6.8,movie,18+ (R),200,https://reelgood.com/movie/the-enforcer-1976,71,,The Enforcer,HBO Max,,1976
"documentary,drama",8.1,movie,18+ (R),200,https://reelgood.com/movie/cries-from-syria-2017,71,,Cries from Syria,HBO Max,,2017
documentary,7.2,movie,16+,200,https://reelgood.com/movie/the-price-of-everything-2018,71,,The Price of Everything,HBO Max,,2018
"animation,children,action-and-adventure,comedy,crime,family,mystery",7.8,show,All (TV-G),200,https://reelgood.com/show/scooby-doo-where-are-you-1969,71,3,"Scooby-Doo, Where Are You?",HBO Max,1978,1969
"action-and-adventure,comedy,family",7.7,movie,7+ (PG),200,https://reelgood.com/movie/speedy-1928,71,,Speedy,HBO Max,,1928
"animation,comedy,family,action-and-adventure,drama,children",7.3,show,7+ (TV-PG),200,https://reelgood.com/show/craig-of-the-creek-2018,71,2,Craig of the Creek,HBO Max,2020,2018
"comedy,drama",6.5,movie,18+ (R),200,https://reelgood.com/movie/due-date-2010,72,,Due Date,HBO Max,,2010
"action & adventure,science-fiction",5.8,movie,13+ (PG-13),200,https://reelgood.com/movie/x-men-dark-phoenix-2019,72,,X-Men: Dark Phoenix,HBO Max,,2019
"crime,documentary",6.6,show,18+ (TV-MA),200,https://reelgood.com/show/ill-be-gone-in-the-dark-2020,72,1,I'll Be Gone in the Dark,HBO Max,2020,2020
"crime,thriller,mystery,drama",7.9,show,7+ (TV-PG),200,https://reelgood.com/show/whitechapel-2009,72,4,Whitechapel,HBO Max,2013,2009
"drama,crime,thriller,mystery",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/john-q-2002,72,,John Q,HBO Max,,2002
"action-and-adventure,drama,thriller,mystery",6.9,movie,13+ (PG-13),200,https://reelgood.com/movie/lord-of-the-flies-1963,72,,Lord of the Flies,HBO Max,,1963
"biography,drama,history",7.5,movie,All (G),200,https://reelgood.com/movie/the-gathering-storm-2002,72,,The Gathering Storm,HBO Max,,2002
"documentary,history",7.6,movie,7+ (PG),200,https://reelgood.com/movie/the-cold-blue-2018,72,,The Cold Blue,HBO Max,,2018
"action-and-adventure,thriller,mystery,comedy,science-fiction,fantasy",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/space-cowboys-2000,72,,Space Cowboys,HBO Max,,2000
"action-and-adventure,drama,science-fiction",6.9,movie,13+ (PG-13),200,https://reelgood.com/movie/enemy-mine-1985,72,,Enemy Mine,HBO Max,,1985
"animation,cult,anime,comedy,family",7.2,movie,7+ (PG),200,https://reelgood.com/movie/my-neighbors-the-yamadas-1999,72,,My Neighbors the Yamadas,HBO Max,,1999
"action-and-adventure,fantasy,family",6,movie,7+ (PG),200,https://reelgood.com/movie/the-kid-who-would-be-king-2019,72,,The Kid Who Would Be King,HBO Max,,2019
"drama,mystery,thriller",7,movie,18+ (R),200,https://reelgood.com/movie/affliction-1997,72,,Affliction,HBO Max,,1998
"drama,fantasy,mystery,thriller,science-fiction",8.4,show,18+ (TV-MA),200,https://reelgood.com/show/carnivale-2003,72,2,Carnivàle,HBO Max,2005,2003
"drama,biography,crime,mystery,thriller,history",6.8,movie,18+ (R),200,https://reelgood.com/movie/the-wizard-of-lies-2017,72,,The Wizard of Lies,HBO Max,,2017
"drama,history",7.4,movie,18+ (R),200,https://reelgood.com/movie/recount-2008,72,,Recount,HBO Max,,2008
"children,animation,action-and-adventure,comedy,family,fantasy,musical",8.1,show,All (TV-G),200,https://reelgood.com/show/sesame-street-1969,72,51,Sesame Street,HBO Max,2020,1969
"drama,horror,thriller",6.6,movie,18+ (R),200,https://reelgood.com/movie/pet-sematary-1989,72,,Pet Sematary,HBO Max,,1989
"action-and-adventure,independent,drama,thriller",7.7,movie,18+ (R),200,https://reelgood.com/movie/el-norte-1983,72,,El Norte,HBO Max,,1983
"drama,fantasy,romance,science-fiction",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/the-time-travelers-wife-2009,72,,The Time Traveler's Wife,HBO Max,,2009
"comedy,romance,musical",6.5,movie,13+ (PG-13),200,https://reelgood.com/movie/music-and-lyrics-2007,72,,Music and Lyrics,HBO Max,,2007
"drama,biography,romance,history",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/tolkien-2019,72,,Tolkien,HBO Max,,2019
comedy,6.7,movie,18+ (R),200,https://reelgood.com/movie/flirting-with-disaster-1996,72,,Flirting with Disaster,HBO Max,,1996
"drama,action-and-adventure,romance,history",6.2,movie,13+ (PG-13),200,https://reelgood.com/movie/pearl-harbor-2001,72,,Pearl Harbor,HBO Max,,2001
"documentary,musical",7.7,movie,7+ (PG),200,https://reelgood.com/movie/the-song-remains-the-same-1976,72,,The Song Remains the Same,HBO Max,,1976
"biography,comedy,drama,romance",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/patch-adams-1998,72,,Patch Adams,HBO Max,,1998
drama,8.4,show,7+ (TV-PG),200,https://reelgood.com/show/the-young-pope-2016,72,1,The Young Pope,HBO Max,2016,2016
"documentary,biography",7.3,movie,All (G),200,https://reelgood.com/movie/a-brief-history-of-time-1991,72,,A Brief History of Time,HBO Max,,1991
"action-and-adventure,comedy,crime,thriller,mystery",6.2,movie,18+ (R),200,https://reelgood.com/movie/stuber-2019,72,,Stuber,HBO Max,,2019
"drama,biography,history",7.3,movie,18+ (R),200,https://reelgood.com/movie/too-big-to-fail-2011,72,,Too Big to Fail,HBO Max,,2011
"comedy,drama,romance,sport",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/starter-for-10-2006,72,,Starter for 10,HBO Max,,2006
"action-and-adventure,animation,comedy,crime,science-fiction,mystery,thriller,drama",6.8,movie,7+ (PG),200,https://reelgood.com/movie/batman-return-of-the-caped-crusaders-2016,70,,Batman: Return of the Caped Crusaders,HBO Max,,2016
documentary,7.4,movie,7+ (PG),200,https://reelgood.com/movie/ice-on-fire-2019,70,,Ice on Fire,HBO Max,,2019
,6.6,movie,All (G),200,https://reelgood.com/movie/the-shooting-1966,70,,The Shooting,HBO Max,,1966
drama,7.6,show,18+ (TV-MA),200,https://reelgood.com/show/big-love-2006,70,5,Big Love,HBO Max,2011,2006
"drama,crime,history",7.1,movie,16+,200,https://reelgood.com/movie/the-laramie-project-2002,70,,The Laramie Project,HBO Max,,2002
"action & adventure,science-fiction",6,movie,13+ (PG-13),200,https://reelgood.com/movie/transformers-revenge-of-the-fallen-2009,70,,Transformers: Revenge of the Fallen,HBO Max,,2009
"animation,action-and-adventure,family,history",6.8,movie,7+ (PG),200,https://reelgood.com/movie/sgt-stubby-an-american-herotm-2018,70,,Sgt. Stubby: An American Hero,HBO Max,,2018
"comedy,reality",8.5,show,14+ (TV-14),200,https://reelgood.com/show/impractical-jokers-2011,70,15,Impractical Jokers,HBO Max,2020,2011
"documentary,lgbtq,biography",7.3,movie,16+,200,https://reelgood.com/movie/the-case-against-8-2014,70,,The Case Against 8,HBO Max,,2014
"comedy,drama,family",7,show,18+ (TV-MA),200,https://reelgood.com/show/mrs-fletcher-2019,70,1,Mrs. Fletcher,HBO Max,2019,2019
"thriller,horror,mystery,drama,science-fiction",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/glass-2019,70,,Glass,HBO Max,,2019
"comedy,independent,drama",6.6,movie,18+ (R),200,https://reelgood.com/movie/rocket-science-2007,70,,Rocket Science,HBO Max,,2007
"animation,action-and-adventure,comedy,family,mystery,horror",5.7,movie,7+ (PG),200,https://reelgood.com/movie/scoob-2020,70,,Scoob!,HBO Max,,2020
"action-and-adventure,mystery,thriller",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/eagle-eye-2008,70,,Eagle Eye,HBO Max,,2008
"comedy,drama,romance,family",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/now-and-then-1995,70,,Now and Then,HBO Max,,1995
"drama,mystery,thriller,fantasy",7,movie,7+ (PG),200,https://reelgood.com/movie/the-last-wave-1977,70,,The Last Wave,HBO Max,,1977
"horror,thriller,mystery",6.2,movie,18+ (R),200,https://reelgood.com/movie/final-destination-2-2003,70,,Final Destination 2,HBO Max,,2003
"drama,biography",7,movie,18+ (R),200,https://reelgood.com/movie/my-dinner-with-herve-2018,70,,My Dinner with Hervé,HBO Max,,2018
"action-and-adventure,crime,drama,science-fiction,fantasy,horror,mystery,thriller",7.7,show,18+ (TV-MA),200,https://reelgood.com/show/torchwood-2006,70,4,Torchwood,HBO Max,2011,2006
"comedy,drama",7.5,show,18+ (TV-MA),200,https://reelgood.com/show/crashing-2017,70,3,Crashing,HBO Max,2020,2017
"comedy,drama,romance,family",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/cant-buy-me-love-1987,70,,Can't Buy Me Love,HBO Max,,1987
"comedy,drama,fantasy,science-fiction",6.9,movie,7+ (PG),200,https://reelgood.com/movie/bicentennial-man-1999,70,,Bicentennial Man,HBO Max,,1999
"reality,documentary",8,show,18+ (TV-MA),200,https://reelgood.com/show/were-here-2020,70,1,We're Here,HBO Max,2020,2020
"animation,action-and-adventure,fantasy,family,mystery,thriller",6.9,movie,7+ (PG),200,https://reelgood.com/movie/legend-of-the-guardians-the-owls-of-gahoole-2010,70,,Legend of the Guardians: The Owls of Ga'Hoole,HBO Max,,2010
"biography,crime,drama,romance",7.6,movie,18+ (R),200,https://reelgood.com/movie/longford-2006,71,,Longford,HBO Max,,2006
drama,7.8,show,18+ (TV-MA),200,https://reelgood.com/show/vinyl-2016,71,1,Vinyl,HBO Max,2016,2016
"action-and-adventure,animation,children,family,science-fiction,comedy",7.2,show,7+ (TV-PG),200,https://reelgood.com/show/ben-10-2005,71,4,Ben 10,HBO Max,2008,2005
"comedy,drama,romance",7.4,show,18+ (TV-MA),200,https://reelgood.com/show/love-life-2020,71,1,Love Life,HBO Max,2020,2020
"comedy,thriller,action-and-adventure,crime,mystery,romance",6.6,movie,18+ (R),200,https://reelgood.com/movie/stakeout-1987,71,,Stakeout,HBO Max,,1987
"documentary,lgbtq",7.1,movie,16+,200,https://reelgood.com/movie/valentine-road-2013,71,,Valentine Road,HBO Max,,2013
"horror,travel",5.9,movie,18+ (R),200,https://reelgood.com/movie/hostel-2005,71,,Hostel,HBO Max,,2006
"comedy,drama,romance",7.5,show,18+ (TV-MA),200,https://reelgood.com/show/togetherness-2015,71,2,Togetherness,HBO Max,2016,2015
"drama,romance",7,movie,18+ (R),200,https://reelgood.com/movie/the-merchant-of-venice-2004,71,,The Merchant of Venice,HBO Max,,2004
"comedy,animation,children,family,science-fiction,fantasy",7.9,show,All (TV-G),200,https://reelgood.com/show/dexters-laboratory-1995,71,5,Dexter's Laboratory,HBO Max,2002,1996
"drama,crime",7.4,movie,18+ (R),200,https://reelgood.com/movie/mikey-and-nicky-1976,71,,Mikey and Nicky,HBO Max,,1976
"history,drama,biography,documentary",7,movie,16+,200,https://reelgood.com/movie/brexit-the-uncivil-war-2019,71,,Brexit: The Uncivil War,HBO Max,,2019
"comedy,cult,drama,musical",7.5,movie,7+ (PG),200,https://reelgood.com/movie/the-ruling-class-1972,71,,The Ruling Class,HBO Max,,1972
drama,8.4,movie,7+ (PG),200,https://reelgood.com/movie/scener-ur-ett-aektenskap-1973,71,,Scener ur ett äktenskap,HBO Max,,1973
"drama,history",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/the-tuskegee-airmen-1995,71,,The Tuskegee Airmen,HBO Max,,1995
"documentary,crime,history",7.2,show,14+ (TV-14),200,https://reelgood.com/show/mcmillion-2020,72,1,McMillion$,HBO Max,2020,2020
"comedy,horror,fantasy",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/gremlins-2-the-new-batch-1990,73,,Gremlins 2: The New Batch,HBO Max,,1990
,7.1,movie,All (G),200,https://reelgood.com/movie/how-the-west-was-won-1962,73,,How the West Was Won,HBO Max,,1962
drama,7.7,movie,13+ (PG-13),200,https://reelgood.com/movie/faces-1968,73,,Faces,HBO Max,,1968
"animation,action-and-adventure,crime,drama,horror,science-fiction,thriller,mystery",8.4,movie,13+ (PG-13),200,https://reelgood.com/movie/batman-the-dark-knight-returns-part-2-2013,73,,"Batman: The Dark Knight Returns, Part 2",HBO Max,,2013
"comedy,fantasy,horror",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/death-becomes-her-1992,73,,Death Becomes Her,HBO Max,,1992
"biography,drama",7.5,movie,18+ (R),200,https://reelgood.com/movie/an-angel-at-my-table-1990,73,,An Angel at My Table,HBO Max,,1990
"comedy,drama,romance",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/in-her-shoes-2005,73,,In Her Shoes,HBO Max,,2005
"comedy,crime,mystery",7.9,show,18+ (TV-MA),200,https://reelgood.com/show/bored-to-death-2009,73,3,Bored to Death,HBO Max,2011,2009
"drama,fantasy,science-fiction,history",7.3,show,18+ (TV-MA),200,https://reelgood.com/show/the-plot-against-america-2020,73,1,The Plot Against America,HBO Max,2020,2020
"action-and-adventure,crime,comedy",6.4,movie,18+ (R),200,https://reelgood.com/movie/shaft-2019,73,,Shaft,HBO Max,,2019
"thriller,cult,mystery,action-and-adventure,horror",7.2,movie,18+ (R),200,https://reelgood.com/movie/the-hitcher-1986,73,,The Hitcher,HBO Max,,1986
"comedy,animation,science-fiction",7.7,show,18+ (TV-MA),200,https://reelgood.com/show/robot-chicken-2005,73,11,Robot Chicken,HBO Max,2020,2005
"drama,family",6.9,movie,7+ (PG),200,https://reelgood.com/movie/dolphin-tale-2011,73,,Dolphin Tale,HBO Max,,2011
"game-show,lgbtq,reality",7.1,show,14+ (TV-14),200,https://reelgood.com/show/legendary-2020,73,1,Legendary,HBO Max,2020,2020
"animation,action-and-adventure,crime,science-fiction,thriller",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/batman-gotham-knight-2008,73,,Batman: Gotham Knight,HBO Max,,2008
"drama,crime,history",8.1,show,18+ (TV-MA),200,https://reelgood.com/show/show-me-a-hero-2015,73,1,Show Me a Hero,HBO Max,2015,2015
"comedy,drama,action-and-adventure",7.2,movie,18+ (R),200,https://reelgood.com/movie/weekend-1967,73,,Weekend,HBO Max,,1967
"horror,thriller,mystery",6.7,movie,18+ (R),200,https://reelgood.com/movie/final-destination-2000,74,,Final Destination,HBO Max,,2000
"documentary,drama",7.8,movie,All (G),200,https://reelgood.com/movie/salesman-1969,74,,Salesman,HBO Max,,1969
"comedy,crime,drama",6.8,movie,18+ (R),200,https://reelgood.com/movie/life-1999,74,,Life,HBO Max,,1999
drama,7.3,movie,18+ (R),200,https://reelgood.com/movie/eves-bayou-1997,74,,Eve's Bayou,HBO Max,,1997
"animation,anime,drama,fantasy,mystery,science-fiction,thriller",8.5,show,14+ (TV-14),200,https://reelgood.com/show/erased-2016,74,1,ERASED,HBO Max,2016,2016
