genres,imdb_score,movie_or_tv,rated,resp_stat,resp_url,rg_score,seasons,title,website,year_end,year_start
"comedy,sport,drama",5.5,movie,18+ (R),200,https://reelgood.com/movie/the-great-white-hype-1996,52,,The Great White Hype,HBO Max,,1996
"documentary,musical",1.7,movie,7+ (PG),200,https://reelgood.com/movie/justin-biebers-believe-2013,52,,Justin Bieber's Believe,HBO Max,,2013
"comedy,romance,family",5.3,movie,13+ (PG-13),200,https://reelgood.com/movie/fathers-day-1997,52,,Fathers' Day,HBO Max,,1997
"comedy,drama,thriller,mystery",5.7,movie,18+ (R),200,https://reelgood.com/movie/arizona-2018,52,,Arizona,HBO Max,,2018
"documentary,drama,romance,thriller",8.4,movie,7+ (PG),200,https://reelgood.com/movie/bleed-out-2018,52,,Bleed Out,HBO Max,,2018
drama,6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/claras-heart-1988,52,,Clara's Heart,HBO Max,,1988
comedy,7.1,movie,All (G),200,https://reelgood.com/movie/the-rink-1916,52,,The Rink,HBO Max,24 minutes,1916
"action-and-adventure,thriller,drama,crime",7.4,show,14+ (TV-14),200,https://reelgood.com/show/hackerville-2018,52,1,Hackerville,HBO Max,2018,2018
"horror,thriller,mystery,drama,fantasy,science-fiction",5.3,movie,13+ (PG-13),200,https://reelgood.com/movie/incarnate-2016,53,,Incarnate,HBO Max,,2016
"action-and-adventure,comedy,fantasy",4.9,movie,13+ (PG-13),200,https://reelgood.com/movie/black-knight-2001,53,,Black Knight,HBO Max,,2001
"action-and-adventure,drama,family",4.7,movie,7+ (PG),200,https://reelgood.com/movie/free-willy-3-the-rescue-1997,53,,Free Willy 3: The Rescue,HBO Max,,1997
"drama,crime,action-and-adventure",8.1,show,18+ (TV-MA),200,https://reelgood.com/show/profugos-2011,53,2,Fugitives,HBO Max,2013,2011
"drama,musical",5.7,movie,18+ (R),200,https://reelgood.com/movie/filly-brown-2013,53,,Filly Brown,HBO Max,,2013
documentary,6.8,movie,16+,200,https://reelgood.com/movie/united-skates-2018,53,,United Skates,HBO Max,,2018
"action-and-adventure,children,comedy,science-fiction,thriller,mystery,family,fantasy",5.2,movie,7+ (PG),200,https://reelgood.com/movie/clockstoppers-2002,53,,Clockstoppers,HBO Max,,2002
"comedy,drama,musical,romance",5.1,movie,7+ (PG),200,https://reelgood.com/movie/fame-2009,53,,Fame,HBO Max,,2009
"action-and-adventure,comedy,family,fantasy,science-fiction",4.7,movie,7+ (PG),200,https://reelgood.com/movie/underdog-2007,53,,Underdog,HBO Max,,2007
"action-and-adventure,family,fantasy,science-fiction",5.3,movie,7+ (PG),200,https://reelgood.com/movie/son-of-godzilla-1967,53,,Son of Godzilla,HBO Max,,1967
"romance,drama",6.5,movie,18+ (R),200,https://reelgood.com/movie/dreaming-of-joseph-lees-1999,50,,Dreaming of Joseph Lees,HBO Max,,1999
"drama,romance",6.1,movie,13+ (PG-13),200,https://reelgood.com/movie/mrs-soffel-1984,50,,Mrs. Soffel,HBO Max,,1984
comedy,6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/the-night-before-1988,50,,The Night Before,HBO Max,,1988
"animation,game show",8.3,show,7+ (TV-PG),200,https://reelgood.com/show/crashbox-1999,50,2,Crashbox,HBO Max,2000,1999
"documentary,history",7.9,movie,13+ (PG-13),200,https://reelgood.com/movie/one-survivor-remembers-1996,50,,One Survivor Remembers,HBO Max,39 minutes,1996
"documentary,crime,history",6.7,movie,18+ (R),200,https://reelgood.com/movie/the-cheshire-murders-2013,50,,The Cheshire Murders,HBO Max,,2013
"science-fiction,action-and-adventure,fantasy,family",4.8,movie,All (G),200,https://reelgood.com/movie/godzilla-vs-megalon-1973,50,,Godzilla vs. Megalon,HBO Max,,1973
"comedy,drama,romance,family",5,movie,13+ (PG-13),200,https://reelgood.com/movie/down-to-you-2000,51,,Down to You,HBO Max,,2000
"action-and-adventure,horror,science-fiction",6.3,movie,All (G),200,https://reelgood.com/movie/the-war-of-the-gargantuas-1966,51,,The War of the Gargantuas,HBO Max,,1966
"action-and-adventure,crime,drama,thriller,mystery",5.2,movie,18+ (R),200,https://reelgood.com/movie/get-carter-2000,51,,Get Carter,HBO Max,,2000
comedy,5.6,show,18+ (TV-MA),200,https://reelgood.com/show/funny-or-die-presents-2010,51,2,Funny or Die Presents,HBO Max,2011,2010
"fantasy,horror,thriller,mystery",4.2,movie,18+ (R),200,https://reelgood.com/movie/jason-goes-to-hell-the-final-friday-1993,51,,Jason Goes to Hell: The Final Friday,HBO Max,,1993
documentary,7.7,movie,16+,200,https://reelgood.com/movie/gloria-in-her-own-words-2011,51,,Gloria: In Her Own Words,HBO Max,,2011
"action-and-adventure,horror,crime,science-fiction,mystery,thriller,drama",4.8,movie,18+ (R),200,https://reelgood.com/movie/primeval-2007,51,,Primeval,HBO Max,,2007
"animation,action-and-adventure,comedy,family",4.6,movie,7+ (PG),200,https://reelgood.com/movie/yogi-bear-2010,51,,Yogi Bear,HBO Max,,2010
"comedy,action-and-adventure,family",5.4,movie,7+ (PG),200,https://reelgood.com/movie/dunston-checks-in-1996,51,,Dunston Checks In,HBO Max,,1996
drama,5.9,movie,18+ (R),200,https://reelgood.com/movie/rich-and-famous-1981,51,,Rich and Famous,HBO Max,,1981
"comedy,drama,romance,sport",5.1,movie,13+ (PG-13),200,https://reelgood.com/movie/summer-catch-2001,51,,Summer Catch,HBO Max,,2001
documentary,7.5,movie,16+,200,https://reelgood.com/movie/agnelli-2017,51,,Agnelli,HBO Max,,2017
drama,6.9,movie,7+ (PG),200,https://reelgood.com/movie/mary-and-martha-2013,51,,Mary and Martha,HBO Max,,2013
"comedy,crime,family",5.4,movie,All (G),200,https://reelgood.com/movie/max-keebles-big-move-2001,51,,Max Keeble's Big Move,HBO Max,,2001
"action-and-adventure,horror,science-fiction",5.1,movie,18+ (R),200,https://reelgood.com/movie/galaxy-of-terror-1981,51,,Galaxy of Terror,HBO Max,,1981
"animation,action-and-adventure,comedy,family,science-fiction",5.9,movie,All (G),200,https://reelgood.com/movie/lego-dc-comics-super-heroes-justice-league-vs-bizarro-league-2015,51,,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,HBO Max,48 minutes,2015
"game-show,comedy,family",5.6,show,7+ (TV-PG),200,https://reelgood.com/show/ellens-game-of-games-2017,51,3,Ellen's Game of Games,HBO Max,2020,2017
"comedy,romance",3.2,movie,13+ (PG-13),200,https://reelgood.com/movie/phat-girlz-2006,51,,Phat Girlz,HBO Max,,2006
"comedy,fantasy,horror",5.2,movie,18+ (R),200,https://reelgood.com/movie/rapture-palooza-2013,51,,Rapture-Palooza,HBO Max,,2013
documentary,6.5,movie,16+,200,https://reelgood.com/movie/a-dangerous-son-2018,51,,A Dangerous Son,HBO Max,,2018
"comedy,drama,romance",5.5,movie,18+ (R),200,https://reelgood.com/movie/i-think-i-love-my-wife-2007,51,,I Think I Love My Wife,HBO Max,,2007
"drama,romance,sport",6.2,movie,18+ (R),200,https://reelgood.com/movie/everybodys-all-american-1988,51,,Everybody's All-American,HBO Max,,1988
documentary,7.7,show,7+ (TV-PG),200,https://reelgood.com/show/this-is-life-with-lisa-ling-2014,51,6,This Is Life with Lisa Ling,HBO Max,2020,2014
documentary,7.1,movie,16+,200,https://reelgood.com/movie/unmasking-jihadi-john-anatomy-of-a-terrorist-2019,51,,Unmasking Jihadi John: Anatomy of a Terrorist,HBO Max,,2019
"comedy,family,fantasy,sport",7.1,movie,All (G),200,https://reelgood.com/movie/angels-in-the-outfield-1951,51,,Angels in the Outfield,HBO Max,,1951
"action-and-adventure,drama,crime,horror,mystery,thriller",7.9,show,18+ (TV-MA),200,https://reelgood.com/show/epitafios-2004,51,2,Epitaphs,HBO Max,2009,2004
"action-and-adventure,science-fiction,thriller,horror,mystery",5.2,movie,18+ (R),200,https://reelgood.com/movie/saturn-3-1980,51,,Saturn 3,HBO Max,,1980
documentary,7.4,movie,18+ (R),200,https://reelgood.com/movie/ernie-joe-2019,51,,Ernie & Joe,HBO Max,,2019
"crime,drama",6,movie,18+ (R),200,https://reelgood.com/movie/luv-2013,52,,LUV,HBO Max,,2013
documentary,6.8,movie,16+,200,https://reelgood.com/movie/very-ralph-2019,48,,Very Ralph,HBO Max,,2019
"comedy,drama",6.8,movie,18+ (R),200,https://reelgood.com/movie/the-late-shift-1996,48,,The Late Shift,HBO Max,,1996
"drama,history",7.2,movie,7+ (PG),200,https://reelgood.com/movie/boycott-2001,48,,Boycott,HBO Max,,2001
"biography,drama,history",7.5,movie,18+ (R),200,https://reelgood.com/movie/house-of-saddam-2008,49,,House of Saddam,HBO Max,,2008
"drama,mystery",6.8,movie,All (G),200,https://reelgood.com/movie/keeper-of-the-flame-1942,49,,Keeper of the Flame,HBO Max,,1943
documentary,8.3,movie,18+ (R),200,https://reelgood.com/movie/true-justice-bryan-stevensons-fight-for-equality-2019,49,,True Justice: Bryan Stevenson's Fight for Equality,HBO Max,,2019
"documentary,lgbtq,biography",6.5,movie,18+ (R),200,https://reelgood.com/movie/the-trans-list-2016,49,,The Trans List,HBO Max,57 minutes,2016
"comedy,crime,action-and-adventure,mystery",5.4,movie,18+ (R),200,https://reelgood.com/movie/8-heads-in-a-duffel-bag-1997,49,,8 Heads in a Duffel Bag,HBO Max,,1997
"drama,comedy,romance,food",7.8,show,18+ (TV-MA),200,https://reelgood.com/show/foodie-love-2019,49,1,Foodie Love,HBO Max,2020,2019
"biography,drama,musical",7.9,movie,16+,200,https://reelgood.com/movie/lady-day-at-emersons-bar-grill-2016,49,,Lady Day at Emerson's Bar & Grill,HBO Max,,2016
"action-and-adventure,comedy,animation,science-fiction,fantasy",4.2,show,7+ (TV-PG),200,https://reelgood.com/show/uncle-grandpa-2013,49,5,Uncle Grandpa,HBO Max,2017,2013
"animation,comedy,action-and-adventure,family,children",5.9,show,7+ (TV-PG),200,https://reelgood.com/show/wabbit-2015,49,9,New Looney Tunes,HBO Max,2020,2015
"documentary,sport",7.5,movie,All (G),200,https://reelgood.com/movie/16-days-of-glory-1986,49,,16 Days of Glory,HBO Max,,1986
"comedy,family,action-and-adventure",4.8,movie,7+ (PG),200,https://reelgood.com/movie/air-buddies-2006,49,,Air Buddies,HBO Max,,2006
drama,7.1,movie,7+ (PG),200,https://reelgood.com/movie/in-the-gloaming-1997,49,,In the Gloaming,HBO Max,,1997
documentary,7.4,movie,16+,200,https://reelgood.com/movie/crisis-hotline-veterans-press-1-2013,49,,Crisis Hotline: Veterans Press 1,HBO Max,40 minutes,2013
"documentary,drama",7.3,movie,16+,200,https://reelgood.com/movie/12th-delaware-2010,49,,12th & Delaware,HBO Max,,2010
documentary,5.6,movie,18+ (R),200,https://reelgood.com/movie/running-with-beto-2019,50,,Running with Beto,HBO Max,,2019
documentary,5.6,movie,13+ (PG-13),200,https://reelgood.com/movie/the-truth-about-killer-robots-2018,50,,The Truth About Killer Robots,HBO Max,,2018
"comedy,musical",5.5,movie,18+ (R),200,https://reelgood.com/movie/rock-the-kasbah-2015,50,,Rock the Kasbah,HBO Max,,2015
"mystery,comedy,fantasy,horror,thriller,drama",6.5,movie,18+ (R),200,https://reelgood.com/movie/cast-a-deadly-spell-1991,50,,Cast a Deadly Spell,HBO Max,,1991
documentary,7.4,movie,18+ (R),200,https://reelgood.com/movie/rock-and-a-hard-place-2017,50,,Rock and a Hard Place,HBO Max,,2017
drama,7.2,movie,7+ (PG),200,https://reelgood.com/movie/miss-evers-boys-1997,50,,Miss Evers' Boys,HBO Max,,1997
"drama,fantasy,family",7.7,movie,13+ (PG-13),200,https://reelgood.com/movie/yes-virginia-there-is-a-santa-claus-1991,50,,"Yes Virginia, There Is a Santa Claus",HBO Max,,1991
"family,action-and-adventure,drama",5.8,movie,7+ (PG),200,https://reelgood.com/movie/the-amazing-panda-adventure-1995,50,,The Amazing Panda Adventure,HBO Max,,1995
"comedy,musical",7.2,movie,13+ (PG-13),200,https://reelgood.com/movie/the-last-of-the-blonde-bombshells-2000,50,,The Last of the Blonde Bombshells,HBO Max,,2000
"action & adventure,family",5.2,movie,All (G),200,https://reelgood.com/movie/snow-buddies-2008,50,,Snow Buddies,HBO Max,,2008
"action-and-adventure,comedy,crime",5.6,movie,13+ (PG-13),200,https://reelgood.com/movie/another-stakeout-1993,50,,Another Stakeout,HBO Max,,1993
"comedy,drama,mystery,thriller",6,movie,18+ (R),200,https://reelgood.com/movie/silver-city-2004,50,,Silver City,HBO Max,,2004
"horror,action-and-adventure,thriller,mystery",3.7,movie,7+ (PG),200,https://reelgood.com/movie/jaws-3-d-1983,47,,Jaws 3-D,HBO Max,,1983
"horror,action-and-adventure,mystery",5.3,movie,7+ (PG),200,https://reelgood.com/movie/equinox-1970,47,,Equinox,HBO Max,,1970
documentary,6.1,movie,7+ (PG),200,https://reelgood.com/movie/the-bronx-usa-2019,47,,"The Bronx, USA",HBO Max,,2019
"comedy,family",4.2,movie,7+ (PG),200,https://reelgood.com/movie/judy-moody-and-the-not-bummer-summer-2011,47,,Judy Moody and the Not Bummer Summer,HBO Max,,2011
"children,science-fiction,action-and-adventure,comedy,family",5.4,movie,7+ (PG),200,https://reelgood.com/movie/mom-and-dad-save-the-world-1992,47,,Mom and Dad Save the World,HBO Max,,1992
"drama,romance",6.5,movie,18+ (R),200,https://reelgood.com/movie/tokyo-project-2017,47,,Tokyo Project,HBO Max,32 minutes,2017
documentary,7.3,show,14+ (TV-14),200,https://reelgood.com/show/el-pionero-2019,47,1,El Pionero,HBO Max,2020,2019
"comedy,crime,action-and-adventure",4.7,movie,13+ (PG-13),200,https://reelgood.com/movie/corky-romano-2001,47,,Corky Romano,HBO Max,,2001
"animation,children,family,fantasy",6.3,show,All (TV-G),200,https://reelgood.com/show/pinky-dinky-doo-2005,47,2,Pinky Dinky Doo,HBO Max,2020,2006
documentary,7.3,movie,16+,200,https://reelgood.com/movie/warning-this-drug-may-kill-you-2017,47,,Warning: This Drug May Kill You,HBO Max,,2017
"comedy,documentary,family",4.8,show,18+ (TV-MA),200,https://reelgood.com/show/camping-2018,47,1,Camping,HBO Max,2020,2018
documentary,8.1,movie,13+ (PG-13),200,https://reelgood.com/movie/alive-day-memories-home-from-iraq-2007,48,,Alive Day Memories: Home from Iraq,HBO Max,57 minutes,2007
"comedy,drama",5.3,movie,7+ (PG),200,https://reelgood.com/movie/more-american-graffiti-1979,48,,More American Graffiti,HBO Max,,1979
"animation,comedy,family,children",6.2,show,All (TV-G),200,https://reelgood.com/show/josie-and-the-pussycats-1970,48,1,Josie and the Pussycats,HBO Max,1971,1970
"action-and-adventure,drama,family,romance",6.6,movie,All (G),200,https://reelgood.com/movie/black-beauty-1994,48,,Black Beauty,HBO Max,,1994
documentary,7.3,movie,All (G),200,https://reelgood.com/movie/trek-nation-2011,48,,Trek Nation,HBO Max,,2011
"comedy,romance,biography,drama,documentary,family,musical",6.2,movie,18+ (R),200,https://reelgood.com/movie/tumbledown-2015,48,,Tumbledown,HBO Max,,2015
"biography,comedy,drama,romance",6.5,movie,16+,200,https://reelgood.com/movie/bernard-and-doris-2006,48,,Bernard and Doris,HBO Max,,2006
documentary,7.6,show,14+ (TV-14),200,https://reelgood.com/show/breakthrough-2015,48,3,Breakthrough,HBO Max,2020,2015
"biography,drama",6.3,movie,16+,200,https://reelgood.com/movie/the-girl-2012,48,,The Girl,HBO Max,,2012
"action-and-adventure,children,family,mystery,thriller,fantasy,science-fiction",3.7,movie,7+ (PG),200,https://reelgood.com/movie/turbo-a-power-rangers-movie-1997,48,,Turbo: A Power Rangers Movie,HBO Max,,1997
"drama,romance",7.3,movie,16+,200,https://reelgood.com/movie/empire-falls-2005,48,,Empire Falls,HBO Max,,2005
drama,8.2,show,18+ (TV-MA),200,https://reelgood.com/show/psi-2014,48,4,Psi,HBO Max,2020,2014
"horror,thriller,drama",5.3,movie,13+ (PG-13),200,https://reelgood.com/movie/the-pact-2018-1,48,,The Pact,HBO Max,,2018
"action-and-adventure,fantasy,romance,science-fiction",4.4,movie,7+ (PG),200,https://reelgood.com/movie/supergirl-1984,48,,Supergirl,HBO Max,,1984
"comedy,crime,mystery",5.9,movie,7+ (PG),200,https://reelgood.com/movie/once-upon-a-crime-1992,48,,Once Upon a Crime,HBO Max,,1992
documentary,7.5,movie,18+ (R),200,https://reelgood.com/movie/dope-sick-love-2005,48,,Dope Sick Love,HBO Max,,2005
"comedy,romance",5,movie,13+ (PG-13),200,https://reelgood.com/movie/the-bachelor-1999,48,,The Bachelor,HBO Max,,1999
"action-and-adventure,family,fantasy",4.7,movie,All (G),200,https://reelgood.com/movie/santa-buddies-2009,48,,Santa Buddies,HBO Max,,2009
documentary,6.2,movie,7+ (PG),200,https://reelgood.com/movie/saudi-womens-driving-school-2019,48,,Saudi Women's Driving School,HBO Max,,2019
"animation,action-and-adventure,science-fiction,family",5.9,movie,7+ (PG),200,https://reelgood.com/movie/jla-adventures-trapped-in-time-2014,48,,JLA Adventures: Trapped in Time,HBO Max,52 minutes,2014
"drama,family",6.5,movie,All (G),200,https://reelgood.com/movie/heidi-2005,45,,Heidi,HBO Max,,2005
"action-and-adventure,comedy,family",4.4,movie,All (G),200,https://reelgood.com/movie/beverly-hills-chihuahua-3-viva-la-fiesta-2012,45,,Beverly Hills Chihuahua 3 - Viva La Fiesta!,HBO Max,,2012
"comedy,crime,romance",5.7,show,14+ (TV-14),200,https://reelgood.com/show/grace-2018,45,1,Grace,HBO Max,2020,2018
"comedy,independent,crime,drama,action-and-adventure",5.2,movie,13+ (PG-13),200,https://reelgood.com/movie/stealing-harvard-2002,45,,Stealing Harvard,HBO Max,,2002
drama,7.6,show,18+ (TV-MA),200,https://reelgood.com/show/alice-2009-2008,45,2,Alice,HBO Max,2010,2008
documentary,7.9,movie,All (G),200,https://reelgood.com/movie/a-good-job-stories-of-the-fdny-2014,45,,A Good Job: Stories of the FDNY,HBO Max,,2014
drama,7,movie,7+ (PG),200,https://reelgood.com/movie/black-girl-1972,45,,Black Girl,HBO Max,,1972
"comedy,romance",5.3,movie,18+ (R),200,https://reelgood.com/movie/get-her-if-you-can-2019,45,,Get Her... If You Can,HBO Max,,2019
"biography,drama,history",6.5,movie,18+ (R),200,https://reelgood.com/movie/and-starring-pancho-villa-as-himself-2003,45,,And Starring Pancho Villa as Himself,HBO Max,,2003
"action & adventure,drama",6.3,movie,18+ (R),200,https://reelgood.com/movie/the-last-outlaw-1993,45,,The Last Outlaw,HBO Max,,1993
"drama,action & adventure",6.3,movie,18+ (R),200,https://reelgood.com/movie/strip-search-2004,45,,Strip Search,HBO Max,,2004
documentary,6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/oprah-winfrey-presents-after-neverland-2019,45,,Oprah Winfrey Presents: After Neverland,HBO Max,58 minutes,2019
"documentary,sport",7.7,movie,7+ (PG),200,https://reelgood.com/movie/belichick-saban-the-art-of-coaching-2019,45,,Belichick & Saban: The Art of Coaching,HBO Max,,2019
"biography,drama,sport",6.3,movie,18+ (R),200,https://reelgood.com/movie/tyson-1995,45,,Tyson,HBO Max,,1995
"action-and-adventure,comedy,crime,thriller",5.1,movie,18+ (R),200,https://reelgood.com/movie/crime-wave-2018,46,,Crime Wave,HBO Max,,2018
"documentary,biography",7.5,movie,7+ (PG),200,https://reelgood.com/movie/kareem-minority-of-one-2015,46,,Kareem: Minority of One,HBO Max,,2015
documentary,8.1,movie,7+ (PG),200,https://reelgood.com/movie/an-apology-to-elephants-2013,46,,An Apology to Elephants,HBO Max,40 minutes,2013
"animation,comedy,family,children",7.3,show,All (TV-G),200,https://reelgood.com/show/peanuts-2016,46,1,Peanuts,HBO Max,2016,2016
"comedy,crime,family",4.9,movie,7+ (PG),200,https://reelgood.com/movie/gone-fishin-1997,46,,Gone Fishin',HBO Max,,1997
"action-and-adventure,family,fantasy,drama,musical",5.5,movie,All (G),200,https://reelgood.com/movie/the-search-for-santa-paws-2010,46,,The Search for Santa Paws,HBO Max,,2010
"comedy,family,romance,science-fiction",3.6,movie,7+ (PG),200,https://reelgood.com/movie/the-flintstones-in-viva-rock-vegas-2000,46,,The Flintstones in Viva Rock Vegas,HBO Max,,2000
"action-and-adventure,thriller,crime,mystery,drama,romance,sport",5.2,movie,18+ (R),200,https://reelgood.com/movie/12-rounds-3-lockdown-2015,46,,12 Rounds 3: Lockdown,HBO Max,,2015
comedy,5.2,movie,18+ (R),200,https://reelgood.com/movie/talkin-dirty-after-dark-1991,46,,Talkin' Dirty After Dark,HBO Max,,1991
comedy,6.7,movie,All (G),200,https://reelgood.com/movie/a-days-pleasure-1919,46,,A Day's Pleasure,HBO Max,20 minutes,1919
"action-and-adventure,comedy,family,science-fiction",4.2,movie,7+ (PG),200,https://reelgood.com/movie/ben-10-race-against-time-2008,46,,Ben 10 Race Against Time,HBO Max,,2008
"thriller,drama",6.2,movie,18+ (R),200,https://reelgood.com/movie/animal-2018,47,,Animal,HBO Max,,2018
"animation,action-and-adventure,comedy,family,fantasy,mystery,children",6.2,show,All (TV-G),200,https://reelgood.com/show/victor-and-valentino-2019,47,2,Victor and Valentino,HBO Max,2020,2019
,6.6,show,18+ (TV-MA),200,https://reelgood.com/show/the-shop-2018,47,3,The Shop: Uninterrupted,HBO Max,2020,2018
"comedy,stand-up & talk",8.2,show,18+ (TV-MA),200,https://reelgood.com/show/one-night-stand-1989,47,5,One Night Stand,HBO Max,2005,1989
documentary,8,movie,18+ (R),200,https://reelgood.com/movie/baghdad-er-2006,47,,Baghdad ER,HBO Max,,2006
"drama,horror,thriller,mystery,documentary",5.3,movie,18+ (R),200,https://reelgood.com/movie/special-effects-1984,47,,Special Effects,HBO Max,,1984
"action-and-adventure,family,science-fiction",3.7,movie,7+ (PG),200,https://reelgood.com/movie/superman-iv-the-quest-for-peace-1987,47,,Superman IV: The Quest for Peace,HBO Max,,1987
"documentary,biography,sport",7.4,movie,7+ (PG),200,https://reelgood.com/movie/babe-ruth-1998,43,,Babe Ruth,HBO Max,,1998
"action-and-adventure,comedy,family",3.8,movie,7+ (PG),200,https://reelgood.com/movie/mr-nanny-1993,43,,Mr. Nanny,HBO Max,,1993
documentary,6.7,movie,18+ (R),200,https://reelgood.com/movie/meth-storm-2017,43,,Meth Storm,HBO Max,,2017
"family,comedy,action-and-adventure",4,movie,7+ (PG),200,https://reelgood.com/movie/mr-magoo-1997,43,,Mr. Magoo,HBO Max,,1997
"comedy,drama",6.1,movie,16+,200,https://reelgood.com/movie/hopelessly-devout-2018,43,,Hopelessly Devout,HBO Max,,2018
drama,6.8,movie,16+,200,https://reelgood.com/movie/capturing-mary-2007,43,,Capturing Mary,HBO Max,,2007
"science-fiction,action-and-adventure,drama,romance",5,movie,18+ (R),200,https://reelgood.com/movie/daybreak-1993,43,,Daybreak,HBO Max,,1993
"action-and-adventure,family,fantasy,science-fiction,drama,comedy",4.4,movie,All (G),200,https://reelgood.com/movie/space-buddies-2009,43,,Space Buddies,HBO Max,,2009
"animation,family,action-and-adventure,comedy,fantasy",5.8,movie,All (G),200,https://reelgood.com/movie/lino-2017,44,,Lino,HBO Max,,2017
"comedy,drama,romance",5.9,movie,13+ (PG-13),200,https://reelgood.com/movie/bigger-than-the-sky-2005,44,,Bigger Than the Sky,HBO Max,,2005
"animation,action-and-adventure,family,fantasy,children",6.7,show,All (TV-G),200,https://reelgood.com/show/esme-roy-2018,44,2,Esme & Roy,HBO Max,2020,2018
"documentary,history,musical",7.2,movie,18+ (R),200,https://reelgood.com/movie/rolling-stone-stories-from-the-edge-01-2017,44,,Rolling Stone: Stories from the Edge,HBO Max,,2017
"family,fantasy,comedy",4.6,movie,All (G),200,https://reelgood.com/movie/spooky-buddies-2011,44,,Spooky Buddies,HBO Max,,2011
"animation,action-and-adventure,comedy,family,fantasy,science-fiction,children",3.6,show,7+ (TV-PG),200,https://reelgood.com/show/the-powerpuff-girls-2016,44,4,The Powerpuff Girls,HBO Max,2020,2016
"drama,romance",5.3,movie,18+ (R),200,https://reelgood.com/movie/720-once-a-week-2019,44,,7:20 Once a Week,HBO Max,,2019
documentary,7,movie,16+,200,https://reelgood.com/movie/women-of-troy-2020,44,,Women of Troy,HBO Max,59 minutes,2020
"action-and-adventure,comedy,drama,family",5.1,movie,7+ (PG),200,https://reelgood.com/movie/born-to-be-wild-1995,44,,Born to Be Wild,HBO Max,,1995
comedy,3.4,movie,13+ (PG-13),200,https://reelgood.com/movie/dumb-and-dumberer-when-harry-met-lloyd-2003,44,,Dumb and Dumberer: When Harry Met Lloyd,HBO Max,,2003
"drama,fantasy",6.4,movie,18+ (R),200,https://reelgood.com/movie/i-never-promised-you-a-rose-garden-1977,44,,I Never Promised You a Rose Garden,HBO Max,,1977
"comedy,family,action-and-adventure",4.5,movie,All (G),200,https://reelgood.com/movie/treasure-buddies-2012,44,,Treasure Buddies,HBO Max,,2012
drama,6.5,movie,18+ (R),200,https://reelgood.com/movie/wandering-girl-2018,44,,Wandering Girl,HBO Max,,2018
"animation,children,action-and-adventure,family,fantasy,horror,mystery,thriller",6.4,show,All (TV-G),200,https://reelgood.com/show/happily-ever-after-fairy-tales-for-every-child-1995,44,3,Happily Ever After: Fairy Tales for Every Child,HBO Max,2000,1995
"crime,mystery,thriller",5.8,movie,18+ (R),200,https://reelgood.com/movie/the-7th-floor-2013,44,,The 7th Floor,HBO Max,,2013
"action-and-adventure,drama,family",5.1,movie,7+ (PG),200,https://reelgood.com/movie/free-willy-escape-from-pirates-cove-2010,44,,Free Willy: Escape from Pirate's Cove,HBO Max,,2010
"drama,history,biography",7.2,show,14+ (TV-14),200,https://reelgood.com/show/santos-dumont-2019,44,1,Santos Dumont,HBO Max,2019,2019
"drama,thriller,action-and-adventure,mystery",4.4,movie,18+ (R),200,https://reelgood.com/movie/dying-of-the-light-2014,44,,Dying of the Light,HBO Max,,2014
drama,6.4,movie,18+ (R),200,https://reelgood.com/movie/notes-from-the-field-2018,44,,Notes from the Field,HBO Max,,2018
"comedy,drama",6.5,movie,18+ (R),200,https://reelgood.com/movie/the-vagina-monologues-2002,45,,The Vagina Monologues,HBO Max,,2002
documentary,5.8,show,14+ (TV-14),200,https://reelgood.com/show/axios-2018,45,3,Axios,HBO Max,2020,2018
"documentary,biography",7,movie,16+,200,https://reelgood.com/movie/the-diplomat-2015,45,,The Diplomat,HBO Max,,2015
"biography,drama",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/bigger-2018,45,,Bigger,HBO Max,,2018
comedy,6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/el-diablo-1990,45,,El Diablo,HBO Max,,1990
documentary,7.2,movie,18+ (R),200,https://reelgood.com/movie/heroin-cape-cod-usa-2015,45,,"Heroin: Cape Cod, USA",HBO Max,,2015
"action-and-adventure,comedy,family",4.2,movie,All (G),200,https://reelgood.com/movie/beverly-hills-chihuahua-2-2011,45,,Beverly Hills Chihuahua 2,HBO Max,,2011
"documentary,biography",6.4,movie,All (G),200,https://reelgood.com/movie/41-2012-1,41,,41,HBO Max,,2012
drama,6.1,movie,18+ (R),200,https://reelgood.com/movie/vendetta-1999,41,,Vendetta,HBO Max,,1999
documentary,7.1,movie,7+ (PG),200,https://reelgood.com/movie/the-human-face-of-big-data-2016,41,,The Human Face of Big Data,HBO Max,56 minutes,2016
"horror,action-and-adventure,thriller,mystery",3,movie,13+ (PG-13),200,https://reelgood.com/movie/jaws-the-revenge-1987,41,,Jaws: The Revenge,HBO Max,,1987
"comedy,crime,family",3.5,movie,7+ (PG),200,https://reelgood.com/movie/home-alone-the-holiday-heist-2012,42,,Home Alone: The Holiday Heist,HBO Max,,2012
"family,action-and-adventure,comedy,animation",4.5,movie,All (G),200,https://reelgood.com/movie/alpha-and-omega-3-the-great-wolf-games-2014,42,,Alpha and Omega 3: The Great Wolf Games,HBO Max,45 minutes,2014
